600.0,0.0118495
720.0,0.0174174
864.0,0.0261216
1036.0,0.0561595
1244.0,0.0924954
1492.0,0.1269541
1791.0,0.2464176
2149.0,0.3787286
2579.0,0.581015
3095.0,1.0065407
3715.0,1.745339
